REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
MNE,Montenegro,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MAR,Morocco,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.4,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MOZ,Mozambique,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MMR,Myanmar,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
NAM,Namibia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
NPL,Nepal,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.4,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
NLD,Netherlands (Kingdom of the),CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
NZL,New Zealand,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
NIC,Nicaragua,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
NER,Niger,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low-Medium,Value: 3.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
NGA,Nigeria,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MKD,North Macedonia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 9.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
NOR,Norway,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 5.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
OMN,Oman,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
PAK,Pakistan,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
PAN,Panama,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
PNG,Papua New Guinea,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
PRY,Paraguay,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 3.8,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
PER,Peru,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
PHL,Philippines,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
POL,Poland,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
PRT,Portugal,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
QAT,Qatar,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
KOR,Republic of Korea,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 5.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
MDA,Republic of Moldova,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 9.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ROU,Romania,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 9.4,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
RUS,Russian Federation,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
RWA,Rwanda,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SAU,Saudi Arabia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SEN,Senegal,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SRB,Serbia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 7.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SLE,Sierra Leone,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SVK,Slovakia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SVN,Slovenia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SLB,Solomon Islands,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SOM,Somalia,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.8,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ZAF,South Africa,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.7,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SSD,South Sudan,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.4,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
ESP,Spain,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.5,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
LKA,Sri Lanka,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
PSE,State of Palestine,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SDN,Sudan,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 5.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SUR,Suriname,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SWE,Sweden,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CHE,Switzerland,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 6.8,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
SYR,Syrian Arab Republic,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
